sdss_name_j,sdss_name,fitsname,zqso,zabs,snr_m_3934,snr_m_3969,snr_3934_center,snr_3969_center,ew1,ew2,drift1,drift2,fwhm1,fwhm2,ew1_err,ew2_err,FWHM1,FWHM2,RA_j,DEC_j,PLATE_j,FIBER_j,MJD_j
SDSS J024157.15+000703.6,SDSS J024157.15+000703.6,spec-6782-56602-0631.fits,1.565000057,0.986693144,4.85531829,2.584895183,4.855318291,2.527357429,0.451211861,0.337564465,-0.47913963,-0.379239431,2.221494681,2.491090139,0.092931469,0.130591162,2.030584739,1.850789394,40.48813714,0.117671127,6782,631,56602
SDSS J115132.48+481744.3,SDSS J115132.48+481744.3,spec-6677-56385-0420.fits,0.790000021,0.7187711,3.108767267,2.927296147,3.108767267,2.927296147,0.386368274,0.205628567,0.360383241,-0.559670036,2.009660014,1.109005411,0.124283435,0.070245222,1.453858066,4.382043765,177.8853403,48.29563105,6677,420,56385
SDSS J094205.14+305335.7,SDSS J094205.14+305335.7,spSpec-53415-1942-597.fit,1.337198019,1.100790501,3.397811417,2.905019745,3.388554793,2.900313396,0.390870372,0.268201486,-0.894057466,-0.503513588,2.464649788,1.738438534,0.115035923,0.092323464,2.742526734,1.012783796,145.521412,30.893262,1942,597,53415
SDSS J102259.80+010123.6,SDSS J102259.80+010123.6,spSpec-51941-0272-363.fit,1.561548948,0.827828884,6.550723221,2.932131683,6.550723216,2.942631766,0.467138875,0.283572965,0.379517293,0.426657844,1.622501268,1.603025437,0.071311038,0.09671222,2.113325211,3.154180398,155.749157,1.023217,272,363,51941
SDSS J083801.03+222901.1,SDSS J083801.03+222901.1,spec-4472-55893-0400.fits,2.477999926,1.337020159,8.918371044,2.645754822,8.641853842,2.645754823,1.58288317,0.542375789,-0.080277879,-0.201024442,2.735110319,2.807356954,0.177485682,0.204998507,0.849405168,1.237215284,129.504288,22.48363604,4472,400,55893
SDSS J075627.89+273827.3,SDSS J075627.89+273827.3,spec-4453-55535-0298.fits,1.44599998,0.580266774,4.226492769,2.790010887,4.203725421,2.782521572,0.240208708,0.091490046,0.019754869,-1.143958293,2.682854455,1.497348555,0.056834052,0.032792003,2.120606123,2.034485763,119.1161914,27.6409118,4453,298,55535
SDSS J020652.32-095601.8,SDSS J020652.32-095601.8,spSpec-52149-0666-006.fit,1.004780054,0.692100763,3.590983074,2.013704859,3.590983074,2.013704859,0.420711954,0.184706079,0.144301305,-0.18890136,1.884179848,1.501020177,0.117157877,0.091724504,4.471283978,3.789406629,31.718008,-9.933847,666,6,52149
SDSS J084424.24+124546.5,SDSS J084424.24+124546.5,spec-5288-55865-0398.fits,2.496000051,1.098483443,6.27614805,2.981514228,6.258798471,2.962735309,0.693631222,0.214297354,-1.300073511,0.057552753,3.152941024,2.144943625,0.11051862,0.071875342,1.609085311,2.607900111,131.1010153,12.76292309,5288,398,55865
SDSS J104416.29+160807.1,SDSS J104416.29+160807.1,spec-5347-56008-0016.fits,2.006999969,1.006427765,3.412520213,4.683554577,3.355276937,4.683554577,0.579608136,0.583762117,-0.236804139,1.035359186,2.672505863,1.593222228,0.169847532,0.124640827,1.511483195,2.086224776,161.0678813,16.13531421,5347,16,56008
SDSS J144527.84+241521.3,SDSS J144527.84+241521.3,spSpec-53878-2139-040.fit,2.30939889,0.86873281,2.731949882,2.067037754,2.731949883,2.049263345,0.609930006,0.478505001,0.614343646,-1.45300487,2.741159184,3.10191985,0.223258124,0.231493111,1.890582021,1.790546194,221.365986,24.255911,2139,40,53878
SDSS J143645.06-005150.6,SDSS J143645.06-005150.6,spSpec-51663-0307-258.fit,1.275414944,0.737655044,5.482990155,2.089572877,5.482990149,2.089572877,0.389005808,0.281515412,0.273483024,-0.647919504,1.079649954,2.442522011,0.070947749,0.134723902,1.979885024,2.080440206,219.187757,-0.864053,307,258,51663
SDSS J160852.74+584513.7,SDSS J160852.74+584513.7,spec-6976-56448-0440.fits,2.38499999,1.176732898,4.584361671,2.070909423,4.584361671,2.070909423,0.521425014,0.131239424,-0.116661432,0.50952166,2.784244679,1.037246055,0.113739938,0.063372846,2.280881079,1.277678856,242.2197299,58.75380478,6976,440,56448
SDSS J102724.02-011300.9,SDSS J102724.02-011300.9,spSpec-51941-0272-020.fit,1.263860941,0.593828559,2.781017713,2.022613956,2.781017715,2.02261397,0.306599599,0.068627038,-0.104138629,0.979376652,2.996958111,1.005710112,0.110247266,0.033929874,2.293555384,1.799219812,156.850069,-1.216907,272,20,51941
SDSS J235433.94-001144.2,SDSS J235433.94-001144.2,spSpec-52902-1091-295.fit,2.056495905,0.799108207,3.111413056,2.720688984,3.111413054,2.720688982,0.579804501,0.316268454,0.174506654,0.877771067,1.731001753,1.158325922,0.186347647,0.116245722,2.281546491,0.964498738,358.641398,-0.195621,1091,295,52902
SDSS J073111.23+412648.4,SDSS J073111.23+412648.4,spSpec-53035-1735-299.fit,1.499974966,0.526287019,3.137516006,2.533720924,3.144732781,2.53372093,0.487824207,0.187895438,0.086893997,-1.58698275,2.323075724,1.17293483,0.155481026,0.074157906,2.512677201,1.813073669,112.796804,41.446789,1735,299,53035
SDSS J000428.91+293243.5,SDSS J000428.91+293243.5,spec-7134-56566-0226.fits,0.72299999,0.622437418,3.291310713,3.369761747,3.252083428,3.369761744,0.641339138,0.446501263,-0.455205528,-0.93914925,2.594757252,1.992244042,0.194858278,0.132502324,3.289942945,1.659046894,1.120439329,29.54542666,7134,226,56566
SDSS J155637.55+243932.9,SDSS J155637.55+243932.9,spSpec-53786-1850-017.fit,1.040693045,0.609161556,3.380835188,2.009537419,3.38083519,2.009537419,0.67160797,0.283113668,0.134494163,-0.547403884,2.036451787,1.72362544,0.198651497,0.140884994,1.82495993,1.377776949,239.156475,24.659146,1850,17,53786
SDSS J084650.85+133305.6,SDSS J084650.85+133305.6,spSpec-53801-2428-578.fit,1.656388998,0.486374646,3.252679687,3.327158761,3.243655904,3.327158757,0.822027653,0.546873689,0.061421117,-1.786464915,2.429947085,1.238585008,0.25272321,0.164366575,1.354193104,2.288282519,131.711874,13.551562,2428,578,53801
SDSS J135632.10+522157.8,SDSS J135632.10+522157.8,spec-6756-56426-0084.fits,1.175999999,1.002844334,3.440074973,2.140105669,3.438821484,2.214635913,0.499204885,0.539393081,-0.279143731,-0.280856909,1.443587515,2.617097993,0.145114536,0.252040396,0.955072113,2.599845032,209.1337323,52.36604273,6756,84,56426
SDSS J155731.19+241250.2,SDSS J155731.19+241250.2,spec-3941-55321-0972.fits,2.367000103,1.267362714,3.428724496,3.29061723,3.774674822,3.490803038,0.350751621,0.177508513,0.08312558,1.866652284,1.477620055,1.113615829,0.102297989,0.053943835,1.819645834,2.150183729,239.3799749,24.21394908,3941,972,55321
SDSS J094735.09+583046.4,SDSS J094735.09+583046.4,spSpec-51915-0453-099.fit,0.937035978,0.534160376,3.695329951,2.066723916,3.695329952,2.066723922,0.195683862,0.108618844,0.059949774,-0.8650707,1.44626665,1.50844147,0.052954368,0.052556049,2.644729608,0.785747921,146.896189,58.512893,453,99,51915
SDSS J113326.32+233340.6,SDSS J113326.32+233340.6,spSpec-54084-2501-055.fit,1.619490981,1.155664325,4.289058992,2.784181813,4.282705297,2.662756721,0.756526792,0.338284178,-0.320839738,-0.516383994,2.617924397,1.421202265,0.176385262,0.121502186,2.203946257,0.950818715,173.359674,23.561276,2501,55,54084
SDSS J141615.72+365537.3,SDSS J141615.72+365537.3,spec-3855-55268-0942.fits,1.827000022,1.203741431,5.75580036,4.911790497,5.817580936,4.887778861,0.662513573,0.547938272,-0.488839192,-0.300027232,2.193300572,3.047457055,0.11510364,0.111555709,2.775034315,1.232347472,214.0655064,36.92703818,3855,942,55268
SDSS J025607.26+011038.6,SDSS J025607.26+011038.6,spec-4242-55476-0784.fits,1.348999977,0.725551069,5.236738539,2.732507311,5.236738547,2.732383752,0.316125076,0.207667607,-0.254961887,-0.221869012,2.195301889,2.874050273,0.060366786,0.075998921,2.747705464,1.647685805,44.03023876,1.177379306,4242,784,55476
SDSS J113616.79+154807.5,SDSS J113616.79+154807.5,spSpec-53386-1755-365.fit,1.135882974,0.803136647,2.691220156,2.275010924,2.681526059,2.275010927,0.437675019,0.417295187,-0.033569189,0.457832446,2.193252152,2.659246521,0.162630701,0.183425575,3.091918036,1.227196673,174.069979,15.802071,1755,365,53386
SDSS J112601.38-004509.1,SDSS J112601.38-004509.1,spSpec-51612-0280-017.fit,2.131496906,0.878129661,2.582189167,2.58680887,2.644407008,2.575877533,0.546248149,0.283903629,-0.185227763,-0.395972732,2.534395837,1.602465214,0.21154459,0.109750524,2.04055593,1.433306156,171.505753,-0.752515,280,17,51612
SDSS J122709.72+421638.6,SDSS J122709.72+421638.6,spSpec-53112-1452-155.fit,1.242715955,0.913742125,3.331713397,2.874833309,3.287253134,2.874833308,0.519016014,0.541021761,-1.47832294,0.681432692,1.728504842,1.568571694,0.155780511,0.188192394,1.516568449,1.582843706,186.790514,42.277384,1452,155,53112
SDSS J022431.59-052818.9,SDSS J022431.59-052818.9,spec-6369-56217-0216.fits,2.09800005,1.070131779,4.46361122,4.564287613,4.47159391,4.460638059,0.250802724,0.251672328,-1.879161095,-2.144831276,2.065040769,2.004587983,0.0561883,0.055139454,4.676167282,1.169275486,36.13163323,-5.471921048,6369,216,56217
SDSS J121623.34+111544.1,SDSS J121623.34+111544.1,spec-5394-56001-0068.fits,2.220000029,1.036518693,3.230187143,2.668717147,3.230187143,2.668717147,0.497593792,0.232424649,-0.17208754,0.806555528,2.803604256,1.631127122,0.15404488,0.087092276,1.519573839,2.714491577,184.097245,11.262248,5394,68,56001
SDSS J152701.80+245249.5,SDSS J152701.80+245249.5,spSpec-53823-2163-355.fit,0.995175004,0.733776748,4.892164628,2.698193613,4.862210977,2.687384781,0.494717251,0.106728603,-0.340665838,-1.406134026,3.002372057,1.020496792,0.101124408,0.039555576,2.829429163,2.364002425,231.757483,24.880406,2163,355,53823
SDSS J150827.94+185451.8,SDSS J150827.94+185451.8,spSpec-54556-2792-143.fit,1.246098042,0.726505518,3.802619705,2.886339089,3.791659815,2.865700053,0.378599939,0.181196918,-0.487560988,0.238698486,2.269204349,1.373229197,0.099562925,0.062777419,2.070599287,0.67502338,227.116401,18.914381,2792,143,54556
SDSS J105525.64+281903.0,SDSS J105525.64+281903.0,spec-6449-56356-0004.fits,2.280999899,0.975486159,3.26613825,2.464813462,3.256273849,2.45806474,0.502182864,0.347445391,0.334682927,0.37734996,3.13848066,2.66779417,0.15375432,0.140962144,2.56132369,2.310901505,163.856829,28.31748843,6449,4,56356
SDSS J152840.38+320907.6,SDSS J152840.38+320907.6,spec-4723-56033-0600.fits,1.309999943,1.09589386,4.609447532,3.463792534,4.592886363,3.358109787,0.237759128,0.161955108,-0.368600161,-0.487663271,1.701111456,1.411297088,0.05158083,0.046756585,1.345984909,0.911255745,232.1682669,32.1521008,4723,600,56033
SDSS J145356.57-025151.8,SDSS J145356.57-025151.8,spec-4023-55328-0044.fits,1.746999979,0.869059563,3.178831787,3.025947665,3.152302901,3.025947665,0.16476183,0.138116306,0.114377811,0.179954207,2.986419848,2.669008737,0.051830937,0.045643984,2.495089837,1.128008428,223.48572,-2.864401185,4023,44,55328
SDSS J134824.45+552149.9,SDSS J134824.45+552149.9,spec-6827-56428-0030.fits,2.246000051,1.013845801,3.332762664,2.477282574,3.332762664,2.477282574,0.524464575,0.555875544,-1.068813044,0.241507099,1.320270228,1.701998125,0.157366314,0.224389236,2.493930873,1.308685195,207.1018841,55.36387081,6827,30,56428
SDSS J021121.53-081943.1,SDSS J021121.53-081943.1,spSpec-52163-0667-532.fit,1.825402975,0.694249213,3.086754642,2.444165791,3.086754638,2.444165792,0.260767282,0.251317832,-0.921507718,-1.218843405,1.858783599,2.27376214,0.084479433,0.102823562,1.551968735,2.303710722,32.839721,-8.328633,667,532,52163
SDSS J165043.44+425149.3,SDSS J165043.44+425149.3,spec-6031-56091-0094.fits,1.54400003,0.577130258,3.293547173,2.90785727,3.278996504,2.90785727,0.174325959,0.104132804,1.348445067,0.894717251,2.109482614,1.359476992,0.052929547,0.035810838,2.247809635,1.68090762,252.681011,42.86370367,6031,94,56091
SDSS J083131.41+223704.2,SDSS J083131.41+223704.2,spSpec-53349-1929-181.fit,0.642763019,0.58800292,3.786005689,2.542858333,3.786005688,2.542858331,0.473192892,0.306211709,-0.595849203,1.15212461,1.906878227,1.077521235,0.124984728,0.120420279,1.475864725,2.067243171,127.880889,22.617844,1929,181,53349
SDSS J081111.76+114851.7,SDSS J081111.76+114851.7,spSpec-54086-2420-232.fit,1.488031983,0.680294096,2.583467405,4.253530106,2.531288743,4.319148887,0.314007947,0.339004495,-0.253029979,0.291898868,2.42559025,1.670680548,0.121545155,0.079699564,2.391317544,1.670220303,122.798993,11.814363,2420,232,54086
SDSS J155014.03+111134.6,SDSS J155014.03+111134.6,spSpec-54584-2520-455.fit,1.409893036,0.832738519,4.233502475,3.607099513,4.233451181,3.797304734,0.3165298,0.285147073,0.092780471,-0.039918081,3.425156586,2.111727812,0.074767832,0.079051624,2.110457708,2.325979752,237.558461,11.192955,2520,455,54584
SDSS J100434.31+554222.2,SDSS J100434.31+554222.2,spSpec-52652-0945-530.fit,1.936979055,0.960852802,4.642247439,3.739000767,4.642247442,3.802836562,0.909469776,0.810604314,-1.230679494,-0.398611715,1.289907338,2.071475256,0.195911525,0.216797044,1.965853551,2.345616882,151.142971,55.706173,945,530,52652
SDSS J140959.88+045300.5,SDSS J140959.88+045300.5,spec-4783-55652-0928.fits,2.546999931,1.07827127,4.270514276,2.0342244,4.314480614,2.055341017,0.553224242,0.165529392,0.37627114,-0.148298885,2.022524453,1.364223084,0.12954511,0.081372238,1.638589497,1.7458775,212.4994892,4.883484492,4783,928,55652
SDSS J013909.15-082635.4,SDSS J013909.15-082635.4,spSpec-52145-0663-413.fit,1.24941504,0.773207664,2.622714137,2.607574102,2.622714134,2.607574102,0.357625331,0.231334492,0.407085318,-1.007798662,2.668942849,2.004691593,0.136356962,0.088716364,2.035315695,1.678394495,24.788115,-8.44316,663,413,52145
SDSS J112642.96+434949.8,SDSS J112642.96+434949.8,spec-4686-56013-0920.fits,1.297000051,0.809111357,6.416794106,5.283455674,6.339948033,5.283455674,0.445416572,0.322085247,0.41408506,0.029127903,2.198566072,1.860309293,0.069414191,0.060961096,2.293766418,1.16410474,171.6789886,43.83050604,4686,920,56013
SDSS J122723.33+552453.7,SDSS J122723.33+552453.7,spec-6833-56413-0145.fits,1.383000016,1.001358867,3.041977661,5.449221667,3.041977661,5.449221667,0.741635245,0.979159239,-0.425050012,-0.884525492,2.148438958,2.584044707,0.243800359,0.179687907,1.603568,1.561628828,186.8472205,55.4149078,6833,145,56413
SDSS J141202.27+514638.7,SDSS J141202.27+514638.7,spec-7338-56745-0364.fits,0.839999974,0.462882757,2.986188317,2.507313497,2.970393752,2.507313497,0.54041703,0.244104334,0.146099851,0.358236379,2.492738043,1.208275452,0.180972187,0.097356926,3.256956382,4.329192101,213.009464,51.77740998,7338,364,56745
SDSS J094205.14+305335.8,SDSS J094205.14+305335.8,spec-5806-56310-0254.fits,1.337000012,1.100860476,5.735708377,4.313777724,5.735708386,4.313777726,0.298762898,0.238209559,-0.257076994,-0.581339643,2.078565896,2.001940898,0.05208823,0.055220638,2.957555018,1.821752565,145.521413,30.89326397,5806,254,56310
SDSS J074816.98+422509.3,SDSS J074816.98+422509.3,spec-3669-55481-0092.fits,1.106999993,0.557482719,7.580931972,3.866204333,7.538626726,3.851801592,0.305276703,0.178357495,0.16682451,-0.221113442,2.413810861,2.722139389,0.04026902,0.046132454,2.773687227,2.98732307,117.070737,42.41925243,3669,92,55481
