sdss_name_j,sdss_name,fitsname,zqso,zabs,snr_m_3934,snr_m_3969,snr_3934_center,snr_3969_center,ew1,ew2,drift1,drift2,fwhm1,fwhm2,ew1_err,ew2_err,FWHM1,FWHM2,RA_j,DEC_j,PLATE_j,FIBER_j,MJD_j
SDSS J092437.70-012844.3,SDSS J092437.70-012844.3,spec-3781-55243-0722.fits,2.407000065,1.262680888,5.715562644,2.591803148,5.737150304,2.591803145,0.278503646,0.099983525,-0.161555477,-0.625405781,1.734299254,1.540117704,0.048727249,0.038576821,3.204236389,1.646355827,141.1570979,-1.478971653,3781,722,55243
SDSS J110736.68+000329.4,SDSS J110736.68+000329.4,spSpec-51900-0278-271.fit,1.731541038,0.954570889,4.560313827,2.878077631,4.560313827,2.878077633,0.496493507,0.420936599,0.295659854,-0.17894822,2.469796121,2.122192728,0.108872662,0.146256166,1.283477187,1.072707959,166.902819,0.058172,278,271,51900
SDSS J125130.41+311331.7,SDSS J125130.41+311331.7,spSpec-53845-1994-207.fit,1.188766003,0.527044237,3.142093214,3.004126353,3.122333736,3.004126354,1.080823944,0.958911578,-1.141892498,1.280119445,2.671136244,2.719982197,0.343982139,0.319198151,2.567342138,1.484424498,192.876714,31.225467,1994,207,53845
SDSS J142106.87+533745.5,SDSS J142106.87+533745.5,spec-7338-56717-0851.fits,1.861999989,0.851739049,4.694803995,2.338587495,4.648845785,2.338587495,0.142297847,0.04275891,0.351453205,0.460838006,2.123090723,1.310494314,0.030309646,0.018284075,2.045573052,1.77267813,215.2786196,53.62930171,7338,851,56717
SDSS J231306.54-092306.2,SDSS J231306.54-092306.2,spSpec-52226-0726-507.fit,1.191997051,0.478707701,3.025391475,2.320713811,3.055487487,2.300180318,0.806221369,0.326741659,-0.64728382,-1.098945144,2.620529169,1.265931753,0.266484974,0.140793603,1.998773619,2.333671195,348.277238,-9.385053,726,507,52226
SDSS J155355.44+570935.0,SDSS J155355.44+570935.0,spec-6792-56432-0776.fits,1.332999945,1.031905293,3.252283996,2.617089955,3.252283996,2.617089955,0.510168036,0.276290776,-0.154075962,-0.411202039,1.877751246,1.46827544,0.156864541,0.105571754,2.59849494,1.559116612,238.4809819,57.15973038,6792,776,56432
SDSS J163206.32+340946.5,SDSS J163206.32+340946.5,spec-5188-55803-0400.fits,2.104000092,1.29364717,8.030886481,2.563559923,8.030886481,2.538132575,0.975837993,0.1852321,0.64578689,0.872717472,3.480705633,1.508328374,0.12151062,0.07225581,1.374176149,2.041732044,248.0263497,34.16290581,5188,400,55803
SDSS J135002.40+581846.5,SDSS J135002.40+581846.5,spSpec-52668-1158-427.fit,2.023474932,0.740053773,4.837377519,2.925711266,4.837377521,3.182353688,1.012551482,0.443069583,-0.214337896,0.616117008,2.77686872,1.832812283,0.209318268,0.151439955,3.425156586,2.111727812,207.510016,58.312912,1158,427,52668
SDSS J012732.81-084641.6,SDSS J012732.81-084641.6,spSpec-52163-0661-615.fit,0.771835029,0.713660479,3.862117175,3.395692513,3.907909825,3.379396306,0.591640348,0.367389398,-1.329073186,1.319091199,3.089240679,2.186278159,0.153190678,0.108192776,2.63439858,2.188985105,21.886724,-8.778227,661,615,52163
SDSS J231930.38+004331.0,SDSS J231930.38+004331.0,spSpec-52992-1485-348.fit,0.96845001,0.751838028,7.351428055,4.364827234,7.306069142,4.433317068,0.741184574,0.417803995,-0.424145692,-0.057383634,2.51956615,2.100042523,0.10082185,0.095720626,2.617924397,1.421202265,349.876597,0.725264,1485,348,52992
SDSS J153645.58+391949.6,SDSS J153645.58+391949.6,spSpec-53171-1680-303.fit,2.096199989,0.746322036,3.392354659,2.729813949,3.424929135,2.729813951,0.62885302,0.440341133,-0.078331663,-0.667754279,2.111289392,2.35732833,0.185373607,0.161308111,1.47983202,1.591252819,234.189902,39.330443,1680,303,53171
SDSS J231252.49+170244.6,SDSS J231252.49+170244.6,spec-6134-56244-0988.fits,1.98300004,1.211829424,5.241463044,3.488902878,5.241463044,3.874300706,0.578892158,0.560587279,0.117971976,0.274871348,1.967512506,1.241596343,0.110444766,0.160677238,1.627957305,2.486952032,348.2187292,17.04572187,6134,988,56244
SDSS J090208.56+180401.7,SDSS J090208.56+180401.7,spec-5297-55913-0756.fits,2.003000021,1.05834353,4.575242822,4.662504505,4.572923878,4.636712715,0.275251311,0.210780022,0.319086751,0.971098517,2.266637414,1.813858868,0.060161028,0.045207468,1.326779307,1.33722658,135.5356608,18.06713177,5297,756,55913
SDSS J155802.44+084117.7,SDSS J155802.44+084117.7,spec-4879-55706-0298.fits,1.511000037,1.322828174,2.888617863,2.38357665,2.896356481,2.38357665,0.18506546,0.086036524,-0.014165847,0.222455571,1.917944458,0.976197562,0.064067131,0.036095556,2.446155737,2.53163177,239.5101659,8.688240945,4879,298,55706
SDSS J132751.43+172134.2,SDSS J132751.43+172134.2,spSpec-54484-2605-633.fit,1.491472006,0.748049378,2.529301413,2.321883556,2.55786904,2.321883555,0.247043176,0.130477535,-0.030919654,0.068932818,2.272303105,1.446857901,0.097672493,0.056194694,0.993592264,1.456956677,201.964308,17.359489,2605,633,54484
SDSS J091213.73+513210.5,SDSS J091213.73+513210.5,spSpec-51999-0553-101.fit,1.479176998,0.802262008,4.291664231,2.937367119,4.291664234,2.937367124,0.31845645,0.22593998,0.603923755,1.219216306,1.47983202,1.591252819,0.074203487,0.076919217,2.658784417,1.932677506,138.057224,51.536263,553,101,51999
SDSS J085746.60+513444.7,SDSS J085746.60+513444.7,spec-7304-56745-0584.fits,1.978999972,1.128543496,6.423099666,2.406140357,6.128628819,2.533029299,0.618234185,0.54453628,0.207463402,0.283328266,2.403468283,3.398224548,0.096251688,0.226311104,1.337086666,2.26714528,134.4441528,51.57909015,7304,584,56745
SDSS J074451.37+292006.0,SDSS J074451.37+292006.0,spSpec-52663-0889-193.fit,1.183652043,1.062293053,5.908984753,2.079813806,5.908984756,2.070087617,0.406698133,0.110271753,0.087043656,-0.301742136,2.670476043,1.860741057,0.068827074,0.053020012,0.996949017,0.853417423,116.21403,29.335008,889,193,52663
SDSS J235107.11+082152.3,SDSS J235107.11+082152.3,spec-6153-56164-0754.fits,3.062000036,1.335522175,4.475027113,3.75999212,4.430225263,3.7332012,0.931963509,0.397932598,0.425000084,0.920570314,3.183963793,1.706413889,0.20825874,0.10583336,1.697145815,3.032486377,357.7796393,8.364537403,6153,754,56164
SDSS J142106.87+533745.5,SDSS J142106.87+533745.5,spec-7339-56686-0921.fits,1.861999989,0.851762652,3.358042645,2.556741352,3.376570101,2.544017582,0.144939343,0.056401408,0.352616063,0.305608286,2.77719088,1.480490482,0.043161853,0.02205988,3.258572884,2.540656482,215.2786196,53.62930171,7339,921,56686
SDSS J141850.72+154106.4,SDSS J141850.72+154106.4,spec-5455-56009-0950.fits,1.476999998,1.038372397,3.901745706,3.167601053,3.832335575,3.167601053,0.379506695,0.254788536,0.648361242,0.741116879,2.249637367,1.986605354,0.097265871,0.080435803,2.686798706,1.275228752,214.7113333,15.68509768,5455,950,56009
SDSS J095627.08+324401.6,SDSS J095627.08+324401.6,spSpec-53433-1949-372.fit,1.393728971,0.696291864,3.175637306,2.617061277,3.175637305,2.646317152,0.557318439,0.413137121,-0.025554071,-1.143473833,3.169404235,2.644674818,0.17549814,0.157862991,1.843358777,1.547345058,149.112819,32.733788,1949,372,53433
SDSS J102913.94+262318.0,SDSS J102913.94+262318.0,spec-6464-56309-0782.fits,2.201999903,0.918629527,9.912659457,2.604506459,9.792312659,2.680492081,0.86609619,0.290675229,0.125589361,0.140732476,1.972715042,1.516271208,0.087372737,0.111604726,1.982480509,0.849400725,157.3080955,26.38832284,6464,782,56309
SDSS J101725.90+611627.8,SDSS J101725.90+611627.8,spec-7081-56684-0026.fits,2.802000046,1.224472761,2.703205289,2.518026167,3.076789061,2.723859576,0.431765189,0.358552538,1.265804752,-0.383793045,3.082693187,1.211384265,0.159723418,0.142394286,1.519050966,2.396388362,154.357905,61.27439614,7081,26,56684
SDSS J155819.06+111559.3,SDSS J155819.06+111559.3,spSpec-54572-2523-474.fit,1.150509953,0.852837563,3.655620892,3.805416714,3.65562089,4.140481965,0.558455973,0.457710923,-1.164677397,0.326321875,1.845238197,1.821327745,0.152766381,0.120278791,1.384099291,2.103997591,239.579422,11.266471,2523,474,54572
SDSS J005824.75+004113.4,SDSS J005824.75+004113.4,spSpec-51783-0395-452.fit,1.926532984,1.071978927,5.087520047,3.805697392,5.087520052,3.805697397,0.404404586,0.219081855,0.150543284,0.548890111,3.039259784,2.042507253,0.079489532,0.057566809,2.141878832,2.075433978,14.603137,0.687048,395,452,51783
SDSS J091206.96+391146.4,SDSS J091206.96+391146.4,spSpec-52707-0937-515.fit,1.742943048,0.653222442,3.598137305,4.087838086,3.480109803,4.087838092,0.338545135,0.16720541,-0.047584417,1.135189118,2.357093998,1.006541119,0.094088998,0.040903139,2.469796121,2.122192728,138.02902,39.196231,937,515,52707
SDSS J155529.40+493155.0,SDSS J155529.40+493155.0,spSpec-52352-0812-573.fit,1.834032059,0.893281579,4.579948423,2.851586064,4.558507707,2.850092839,0.393911292,0.250173117,0.055236474,0.567575128,2.141878832,2.075433978,0.086007801,0.087731217,2.951942024,2.078997863,238.872515,49.531934,812,573,52352
SDSS J124129.58+602041.3,SDSS J124129.58+602041.3,spec-6840-56685-0414.fits,2.073999882,1.237918377,9.411025998,2.318806131,9.411025998,3.081463996,0.827993893,0.311065371,0.322933712,-1.109618864,3.184125211,2.731936955,0.087981257,0.134148934,2.151911692,1.782918233,190.3732505,60.34481852,6840,414,56685
SDSS J141347.09+523525.9,SDSS J141347.09+523525.9,spec-7339-56722-0308.fits,1.200000048,1.138214231,2.878592922,2.189878633,2.878592922,2.170065796,0.260016047,0.12888649,1.042376131,-0.52323188,1.775512778,1.659248065,0.090327481,0.05885554,2.882753008,1.74452109,213.4462258,52.5905198,7339,308,56722
SDSS J161120.60+602527.7,SDSS J161120.60+602527.7,spec-6798-56485-0026.fits,2.592000008,1.01688242,5.057283132,2.327519678,5.190647258,2.293467812,0.761076115,0.222051029,-0.514346291,-0.508916743,2.427106721,1.876386943,0.150491103,0.095402428,1.289907338,2.071475256,242.8358153,60.42437011,6798,26,56485
SDSS J135535.48+155750.1,SDSS J135535.48+155750.1,spSpec-54259-2743-164.fit,0.685464978,0.577785313,2.941626191,2.374824167,2.937534763,2.373721718,0.132546329,0.111838459,0.049126667,0.404695574,2.039911331,2.194453427,0.045058862,0.047093364,1.917975017,4.203783169,208.897823,15.963909,2743,164,54259
SDSS J074312.85+371340.5,SDSS J074312.85+371340.5,spec-3662-55182-0988.fits,2.733999968,1.270255685,5.946817648,2.46408303,5.946817648,2.464083036,0.518870821,0.158638457,0.816979005,0.871321562,3.114572369,2.183193471,0.087251847,0.064380321,2.424396211,1.064879437,115.8035247,37.22791403,3662,988,55182
SDSS J124712.28+511059.5,SDSS J124712.28+511059.5,spec-6669-56413-0703.fits,1.733999968,0.618926644,5.340289644,2.400826857,5.340289644,2.412935417,0.478333558,0.201362737,0.43605411,0.77676605,2.295303892,2.138655206,0.089570714,0.083872245,1.333242321,1.90556972,191.8011514,51.18318097,6669,703,56413
SDSS J090321.47+525055.0,SDSS J090321.47+525055.0,spSpec-51992-0552-514.fit,1.557410002,0.797408402,3.069846185,3.943050887,3.069846182,3.961771572,0.280433522,0.326293201,-0.551216499,0.497894993,1.740587509,1.909267706,0.091351001,0.082751456,1.51445861,2.100114954,135.839439,52.848606,552,514,51992
SDSS J090849.35+145406.4,SDSS J090849.35+145406.4,spec-5300-55982-0272.fits,2.147000074,0.849129915,5.43982276,5.267383335,5.439822764,5.600419097,0.678248761,0.707466153,1.106484078,1.262502721,1.16440193,1.33921648,0.124682143,0.13431074,2.77686872,1.832812283,137.2056403,14.90176662,5300,272,55982
SDSS J083657.73+540946.7,SDSS J083657.73+540946.7,spSpec-51899-0446-276.fit,1.621178031,0.853070736,3.230052989,3.315183418,3.13755824,3.315183412,0.523628341,0.240575679,1.141431998,-0.347124575,2.599757678,1.243836908,0.162111378,0.072567834,2.686000195,3.257199292,129.240522,54.162966,446,276,51899
SDSS J103439.62+153000.3,SDSS J103439.62+153000.3,spSpec-54178-2592-062.fit,1.676409006,1.243265867,3.67309578,3.89864181,3.992936457,3.898641808,1.101367227,0.538857437,1.461850547,0.657429345,1.283477187,1.072707959,0.29984713,0.138216708,3.002372057,1.020496792,158.665103,15.500072,2592,62,54178
SDSS J234416.75+025726.6,SDSS J234416.75+025726.6,spec-4279-55508-0450.fits,1.962000012,0.738852561,4.693260005,2.000738813,4.693260005,2.000738813,1.055663587,1.047891918,0.212849972,-1.191355518,1.957857901,4.069704939,0.224931835,0.523752481,2.152958807,1.336424922,356.0698028,2.957397921,4279,450,55508
SDSS J153750.83+152813.5,SDSS J153750.83+152813.5,spSpec-54592-2782-516.fit,1.497553945,0.882943332,3.483295751,2.809247124,3.48329575,2.809247127,0.434618904,0.265873727,-1.784357757,0.152657583,1.416250842,1.144651855,0.124772323,0.094642342,3.985962769,1.147351547,234.461778,15.470428,2782,516,54592
SDSS J120458.99+272138.0,SDSS J120458.99+272138.0,spSpec-53819-2226-071.fit,1.144716024,0.516550541,3.757464,3.093578706,3.757464001,3.081054371,0.524895262,0.352047748,-0.282535997,0.412453451,2.025813272,1.912598236,0.139694023,0.113799512,1.192522403,1.223260004,181.245808,27.360545,2226,71,53819
SDSS J153028.39+005539.0,SDSS J153028.39+005539.0,spSpec-54561-2954-212.fit,1.312890053,0.632451296,5.089826355,2.182988973,5.169662285,2.209989405,0.673372346,0.167822466,0.667272691,0.804754529,3.145621328,1.965349107,0.132297705,0.076877377,1.189251451,1.327260335,232.618279,0.927501,2954,212,54561
SDSS J112359.70+171309.0,SDSS J112359.70+171309.0,spSpec-54174-2494-591.fit,1.911440015,0.733718514,2.526571764,2.50697617,2.52375113,2.388424671,0.363588195,0.35138397,0.094124502,1.39519941,2.452358228,2.144891538,0.143905746,0.140162469,3.226180052,2.153555274,170.998742,17.21918,2494,591,54174
SDSS J140526.63+540630.7,SDSS J140526.63+540630.7,spec-6739-56393-0712.fits,0.967999995,0.640493035,4.626193879,3.113996976,4.626193879,3.113996976,1.018167143,0.2625292,0.764433453,0.775201928,2.87386239,0.974849933,0.220087435,0.084306183,1.748838014,1.293105026,211.3609653,54.10852592,6739,712,56393
SDSS J092352.46+124724.7,SDSS J092352.46+124724.7,spSpec-54086-2577-626.fit,1.038643003,0.985045671,2.94171193,2.059186794,2.941711933,2.055860401,0.45545932,0.321213375,-0.769833459,0.204361674,1.7653741,1.601458988,0.154827981,0.155990402,3.039259784,2.042507253,140.968571,12.790202,2577,626,54086
SDSS J091301.03+525928.9,SDSS J091301.03+525928.9,spSpec-51999-0553-487.fit,1.379680037,0.830290675,3.198791258,2.548754057,3.198791253,2.548754069,0.131726136,0.105729286,0.584538735,0.177164697,1.98751979,1.985803091,0.041179973,0.041482734,3.145621328,1.965349107,138.25428,52.991352,553,487,51999
SDSS J143334.23+135158.7,SDSS J143334.23+135158.7,spSpec-54233-2747-042.fit,1.69490695,1.180960655,3.716679784,2.311714909,3.806068113,2.311714911,0.639629047,0.380055573,0.335592743,0.886057993,2.397847867,1.102375136,0.172096894,0.164404171,2.939414609,1.900000211,218.392627,13.866296,2747,42,54233
SDSS J034135.41-002233.9,SDSS J034135.41-002233.9,spSpec-51811-0416-169.fit,1.340688944,0.808723032,2.631729565,2.309640388,2.66019745,2.30964039,0.466777683,0.200226994,-0.333040938,-0.886386005,2.688009818,1.32404318,0.177365368,0.086691848,1.459711044,1.243475313,55.397552,-0.376078,416,169,51811
SDSS J124910.19+623847.4,SDSS J124910.19+623847.4,spSpec-52320-0782-422.fit,1.458062053,0.616825342,3.760766476,2.517082985,3.760766477,2.517082984,0.805121409,0.307894329,0.036726338,-0.85442829,3.230085955,2.188359588,0.214084393,0.122321882,1.909428835,2.309490496,192.292453,62.646508,782,422,52320
SDSS J145508.15-004507.5,SDSS J145508.15-004507.5,spec-4019-55363-0238.fits,1.376999974,1.092948198,3.63520713,2.729071932,3.63520713,2.729071932,0.166214813,0.084936417,0.301634525,-0.041736416,1.794019822,1.076237316,0.045723615,0.031122821,2.416357327,1.456892857,223.7839423,-0.752076524,4019,238,55363
SDSS J020803.04-050300.0,SDSS J020803.04-050300.0,spec-7238-56660-0891.fits,1.873000026,1.069819927,4.555682723,4.774959248,4.523143929,4.77495926,0.216151123,0.174165109,-0.062024002,0.194230047,1.942648655,1.50938601,0.047446483,0.03647468,1.079649954,2.442522011,32.01267624,-5.050005203,7238,891,56660
SDSS J140814.48+143236.8,SDSS J140814.48+143236.8,spSpec-53178-1704-563.fit,1.035244942,0.722802639,3.755350826,2.793955764,3.740574356,2.793955766,0.673685305,0.361277109,0.121330064,0.351965573,2.122249491,1.272941192,0.17939344,0.129306667,1.312823904,1.932436446,212.060319,14.543544,1704,563,53178
SDSS J084608.23+402023.3,SDSS J084608.23+402023.3,spSpec-52296-0829-186.fit,1.382266045,0.706459641,3.043737948,2.791694423,3.035550323,2.76341776,0.312050238,0.296553352,0.467268749,0.817040852,2.482099555,2.312507184,0.102522045,0.10622701,2.670476043,1.860741057,131.534294,40.339797,829,186,52296
SDSS J123116.14+500306.1,SDSS J123116.14+500306.1,spec-6670-56389-0584.fits,0.986999989,0.402021408,2.968121965,2.1290991,2.963508998,2.1290991,0.6490054,0.132152996,0.77865427,0.727532936,2.846975395,0.902751918,0.218658602,0.062069913,1.991252855,2.105573229,187.8172398,50.05168386,6670,584,56389
SDSS J073608.07+312023.1,SDSS J073608.07+312023.1,spSpec-51959-0541-122.fit,1.102126956,0.814685941,4.705936557,2.086216864,4.705936565,2.090696336,0.276147399,0.177405309,-0.042507458,-0.159029462,1.333242321,1.90556972,0.058680646,0.085036849,3.788453112,3.69142101,114.033611,31.33976,541,122,51959
SDSS J112642.96+434949.8,SDSS J112642.96+434949.8,spec-6646-56389-0464.fits,1.297000051,0.809087396,7.035498479,4.287277862,7.035498479,4.240350191,0.416592501,0.31757221,0.154817691,0.492761298,1.969981109,2.344709874,0.059212933,0.074073158,1.622501268,1.603025437,171.6789886,43.83050604,6646,464,56389
SDSS J080517.79+510654.3,SDSS J080517.79+510654.3,spec-7377-56741-0348.fits,2.512000084,1.267007828,5.318887024,3.528050284,5.590306726,3.788768722,1.04062408,0.459923768,-0.42888276,1.178720928,1.687513888,1.563225133,0.195646961,0.130362022,2.51956615,2.100042523,121.3241049,51.11507537,7377,348,56741
SDSS J133610.96+184529.9,SDSS J133610.96+184529.9,spec-5862-56045-0414.fits,1.947999954,1.102445841,8.851854914,2.670203743,8.851854914,2.670203743,0.527389058,0.075536114,-0.443008158,1.215235462,3.38030437,0.866450359,0.059579496,0.028288521,3.746453706,2.54935556,204.045685,18.75831345,5862,414,56045
SDSS J080301.17+133402.8,SDSS J080301.17+133402.8,spSpec-53682-2268-306.fit,1.413897991,0.67709291,3.283085141,2.428632581,3.306961814,2.428632581,0.243158021,0.266605783,-0.100832791,-0.196469945,1.693018002,2.633619887,0.074063879,0.109776088,2.384785925,2.150755101,120.754885,13.567455,2268,306,53682
SDSS J133217.89-024049.6,SDSS J133217.89-024049.6,spSpec-52426-0911-163.fit,1.048599958,0.728370607,2.977005778,3.522873163,2.963356908,3.522873164,0.522827836,0.412488794,-0.080303452,1.604713493,3.479629794,1.588815136,0.175622043,0.117088744,1.437763636,1.371742465,203.074538,-2.680433,911,163,52426
SDSS J125344.94+305820.4,SDSS J125344.94+305820.4,spec-6485-56342-0162.fits,2.059999943,1.3134197,2.632421237,2.607771762,2.632421237,2.607771762,0.538708613,0.547787545,-0.701491302,1.537430702,1.986571638,2.774011852,0.204643773,0.21005962,1.454077481,1.672720151,193.4372458,30.97233719,6485,162,56342
SDSS J080515.91+152924.4,SDSS J080515.91+152924.4,spec-4499-55572-0540.fits,1.31400001,0.961421072,3.070445642,2.55614345,3.070445648,2.556143455,0.196979269,0.181419246,-0.009086115,-0.245901364,1.594032172,2.296748848,0.064153316,0.070973812,1.646731297,2.696880899,121.3162942,15.4901046,4499,540,55572
SDSS J105714.44+632427.9,SDSS J105714.44+632427.9,spec-7104-56711-0728.fits,1.241999984,0.781933188,2.962902382,2.508236197,2.962902382,2.508236197,0.393686083,0.31137763,0.895527877,1.463745801,1.904579072,1.884153237,0.13287177,0.124142068,1.199519405,1.268720169,164.3101688,63.40774075,7104,728,56711
SDSS J111643.98+072636.1,SDSS J111643.98+072636.1,spec-4850-55929-0770.fits,0.850000024,0.642546654,2.958974508,4.262991569,2.977276441,4.262991569,0.526272231,0.497535919,-0.899755891,0.266264836,2.028908622,1.378618794,0.177856291,0.11671051,2.060133632,2.46322781,169.1832562,7.44334863,4850,770,55929
SDSS J111105.62-004038.5,SDSS J111105.62-004038.5,spSpec-51900-0278-101.fit,1.061190009,0.899782717,2.927048638,2.025619274,2.927048637,2.025619271,0.588967635,0.330398289,0.610556341,-0.491029509,1.779960496,1.781112254,0.201215527,0.163109768,1.818072003,1.573350035,167.773399,-0.677348,278,101,51900
SDSS J103143.87+224015.2,SDSS J103143.87+224015.2,spec-6425-56298-0304.fits,2.516000032,1.011192441,5.846273657,2.319922948,5.385273525,2.319922946,0.624370835,0.25194263,1.291200252,-0.777341472,1.234419493,1.517150529,0.106798086,0.108599568,1.991737313,2.936335761,157.9327716,22.67088406,6425,304,56298
SDSS J142956.71+262049.8,SDSS J142956.71+262049.8,spec-6017-56075-0560.fits,2.184000015,0.787285686,4.067264931,2.333334302,4.067264931,2.355870735,0.494684122,0.314788825,-0.202178605,0.179811026,1.698423651,1.737747332,0.121625744,0.13490944,2.090420364,0.849371216,217.4863033,26.34715354,6017,560,56075
SDSS J224844.06+004204.7,SDSS J224844.06+004204.7,spSpec-52178-0676-344.fit,1.376307011,1.00294137,3.547831927,3.64279216,3.615690094,3.699416135,1.408396428,1.159166788,0.193777699,-0.403227973,2.23625683,2.363737379,0.39697383,0.318208324,1.326944545,1.190731754,342.183578,0.701319,676,344,52178
SDSS J080842.77+103643.6,SDSS J080842.77+103643.6,spSpec-54153-2421-385.fit,2.005989075,0.758532524,2.985923131,2.696355486,2.908416537,2.740013489,0.491667806,0.390304997,0.015214552,1.834460911,2.787905789,2.309011688,0.16466191,0.144752797,1.836772855,1.658884111,122.178204,10.612114,2421,385,54153
SDSS J014345.09-040046.4,SDSS J014345.09-040046.4,spec-7050-56573-0636.fits,2.269999981,1.165224314,5.754342975,2.928165947,5.75434297,2.928165952,0.256587988,0.275532642,-0.183349698,1.100130364,1.54399915,2.989066042,0.044590319,0.094097345,1.940248527,1.919106937,25.93788607,-4.012898684,7050,636,56573
SDSS J114327.18+584323.9,SDSS J114327.18+584323.9,spSpec-54502-2881-045.fit,1.513550997,0.938662171,2.560758903,3.503165897,2.560758903,3.503165897,0.597065081,0.487193851,-0.742512778,-0.155973704,2.526050541,2.150204517,0.255759588,0.139799126,3.639006924,1.091882251,175.863259,58.723294,2881,45,54502
SDSS J084424.24+124546.5,SDSS J084424.24+124546.5,spSpec-53801-2428-197.fit,2.492083073,1.219149947,4.545703738,4.486235137,4.496177196,4.486235134,0.763769259,0.376527113,-0.608421501,-0.298233806,2.686798706,1.275228752,0.168020026,0.08392942,2.73738872,3.092167005,131.101016,12.762924,2428,197,53801
SDSS J090858.85+134010.2,SDSS J090858.85+134010.2,spSpec-53826-2434-056.fit,1.546141982,0.956792831,3.12881438,3.126682704,3.160433363,3.126682706,0.439889498,0.318447217,-0.146284723,0.085505835,1.88109169,1.252200016,0.140593031,0.101848268,2.896389269,3.885136911,137.245224,13.669503,2434,56,53826
SDSS J113954.95+250708.5,SDSS J113954.95+250708.5,spec-6416-56312-0508.fits,0.736999989,0.361415207,3.961008958,2.382921391,3.961008958,2.382289633,0.1753765,0.156239823,0.858596079,-0.663514135,1.525255221,2.297527716,0.044275714,0.065566503,2.081785168,1.719776918,174.9789757,25.11903035,6416,508,56312
SDSS J143415.65+601037.8,SDSS J143415.65+601037.8,spec-6813-56419-0340.fits,2.496999979,1.310935736,3.537398445,2.023914187,3.537398445,2.029701258,0.585171987,0.322570151,0.873779422,0.163950373,1.953475499,2.223853487,0.165424392,0.159379362,2.066462112,1.361193688,218.5651876,60.17715972,6813,340,56419
SDSS J102202.57+143445.1,SDSS J102202.57+143445.1,spec-5335-56013-0033.fits,1.470999956,1.07671845,4.714380396,4.965496222,4.714380401,4.96549622,0.362692404,0.3194561,-1.073376077,-1.128217245,2.24191097,1.747334709,0.076933207,0.064335181,1.993368205,1.01472667,155.5107224,14.57918984,5335,33,56013
SDSS J153717.86+432752.9,SDSS J153717.86+432752.9,spec-6041-56102-0202.fits,2.193000078,1.027012587,4.344703719,2.531121241,4.112734548,2.514413194,0.422091197,0.208871801,0.18001939,-0.365745443,2.803754141,2.554154472,0.097150744,0.082521452,1.65681589,1.263405213,234.3244348,43.46468321,6041,202,56102
SDSS J120037.80+441037.8,SDSS J120037.80+441037.8,spSpec-53089-1369-177.fit,1.373862982,0.770292163,2.916679095,2.663548411,2.875476634,2.663548412,0.348526261,0.23787614,-1.178530043,0.287524803,1.722175836,1.320497687,0.119494209,0.089307984,2.086006467,1.797935354,180.157482,44.177156,1369,177,53089
SDSS J123217.46+123358.9,SDSS J123217.46+123358.9,spec-5403-55979-0742.fits,1.246999979,0.581288099,2.616482532,3.975267517,2.610671564,3.975267517,0.212461688,0.282673072,-1.178349287,1.488243918,2.928477737,2.893762764,0.081201264,0.071107937,2.761971963,1.015526331,188.0727307,12.56636339,5403,742,55979
SDSS J135805.09+393518.4,SDSS J135805.09+393518.4,spSpec-53061-1378-113.fit,0.878992975,0.680323482,2.80806698,2.709712452,2.808066977,2.70971244,0.145003874,0.101930736,0.035638251,0.4275314,1.748697859,1.247543456,0.051638325,0.037616809,2.319451925,1.856053193,209.521203,39.588434,1378,113,53061
SDSS J082341.08+241805.4,SDSS J082341.08+241805.4,spSpec-52962-1585-034.fit,1.815088987,0.801542878,2.726650157,3.138154381,2.72665016,3.13815439,0.175989556,0.151808615,0.215410989,0.087749781,2.13471791,1.637628416,0.064544238,0.048375126,2.128264783,2.052272119,125.921163,24.301502,1585,34,52962
SDSS J154512.01+283503.6,SDSS J154512.01+283503.6,spSpec-53534-1653-607.fit,1.018841028,0.673446,2.865388032,2.526668913,2.865388035,2.526668907,0.323984618,0.170617973,-0.271912892,-0.743338918,2.101492314,1.29341015,0.113068322,0.067526842,3.598112468,1.944521674,236.300044,28.584323,1653,607,53534
SDSS J114503.18+360701.0,SDSS J114503.18+360701.0,spSpec-53436-2035-353.fit,1.653869033,0.859225333,3.798236685,2.776395574,3.863484592,2.686530313,0.596275259,0.29762781,-1.386968282,-1.14871628,2.46767395,2.498065415,0.156987389,0.107199353,1.531768757,2.605859039,176.263251,36.116958,2035,353,53436
SDSS J094910.70+172712.2,SDSS J094910.70+172712.2,spSpec-53764-2370-135.fit,1.222861052,0.663354278,2.844705835,2.425210138,2.853068995,2.425210141,0.282037383,0.152943062,-0.321381715,-0.996922342,1.723284426,1.076679088,0.099144657,0.063063839,2.24335456,0.864490503,147.294568,17.453397,2370,135,53764
SDSS J131542.63+270505.3,SDSS J131542.63+270505.3,spec-5997-56309-0607.fits,2.105999947,0.8867383,5.214805414,2.675964844,5.214805414,2.520398241,0.38409596,0.195805105,-0.108525953,-2.177650062,2.029304009,1.705158479,0.073654898,0.073171778,1.761454254,1.602350446,198.9276129,27.0848132,5997,607,56309
